the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-74.00696369104807 40.70902689508164, -74.00643549103394 40.70955732140052))",1,Manhattan,101,1,65,26,10,WILLIAM STREET,294075,1,30052,MN0101,MN,Global,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,242.4668223
"MULTILINESTRING ((-73.99062219983793 40.750991753482246, -73.99169668480206 40.751444817388645))",1,Manhattan,105,3,75,"31,27","10,12",WEST 34 STREET,271329,1,32275,MN0501,MN,Global,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,340.4043171
"MULTILINESTRING ((-73.99163271331987 40.75470680414583, -73.99117738135753 40.7553298478129))",1,Manhattan,"105,104",3,75,"31,27",10,8 AVENUE,33825,1,32342,MN0502,MN,Global,"Chelsea-Hudson Yards,Hell's Kitchen,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,259.693533
"MULTILINESTRING ((-73.99484363876566 40.75029330919086, -73.9943794683317 40.750930389990806))",1,Manhattan,"105,104",3,75,"31,27","10,12",8 AVENUE,220962,1,31927,MN0401,MN,Global,"Chelsea-Hudson Yards,Midtown South-Flatiron-Union Square",X,AREA OF MINIMAL FLOOD HAZARD,6,265.3575031
"MULTILINESTRING ((-73.98872905581318 40.74528637354453, -73.98859130741533 40.74603641888887))",1,Manhattan,105,"3,4,2",75,28,12,BROADWAY,33881,1,32183,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,275.9182843
"MULTILINESTRING ((-73.98896434073559 40.74237837001784, -73.98864445146414 40.74281411403359))",1,Manhattan,105,2,75,28,12,5 AVENUE,33012,1,32179,MN0501,MN,Global,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,181.8262154
"MULTILINESTRING ((-73.97031393573361 40.75645301868461, -73.9698485988625 40.757075957333555))",1,Manhattan,106,4,73,"28,27",12,3 AVENUE,36124,1,32965,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,6,261.016377
"MULTILINESTRING ((-73.9734652341548 40.76365910485042, -73.97323340251168 40.76397814668524))",1,Manhattan,105,4,"73,75",28,12,5 AVENUE,271309,1,32559,MN0502,MN,Global,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,132.7986207
"MULTILINESTRING ((-73.97323340251168 40.76397814668524, -73.97301487168086 40.76427887940357))",1,Manhattan,"105,164,108","6,4","73,75","28,29","10,12",5 AVENUE,271310,1,32559,MN0502,MN,Global,"Midtown-Times Square,Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,125.1779341
"MULTILINESTRING ((-73.9912805956353 40.732445962907775, -73.99111355474052 40.73321392149895))",1,Manhattan,102,2,66,"28,27",12,BROADWAY,32787,1,30693,MN0202,MN,Global,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,283.5954673
"MULTILINESTRING ((-73.9691324746201 40.76092919000975, -73.96864226160413 40.76159996052615))",1,Manhattan,"105,106",4,73,28,12,LEXINGTON AVENUE,36156,1,32917,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,279.5809623
"MULTILINESTRING ((-73.96962500214805 40.760251439042996, -73.9691324746201 40.76092919000975))",1,Manhattan,"105,106",4,73,28,12,LEXINGTON AVENUE,36154,1,32896,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,282.1168939
"MULTILINESTRING ((-73.97008100794449 40.75962490614271, -73.96962500214805 40.760251439042996))",1,Manhattan,"105,106",4,73,28,12,LEXINGTON AVENUE,36153,1,32890,MN0604,MN,Global,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,260.8914167
"MULTILINESTRING ((-73.96864226160413 40.76159996052615, -73.96818687760076 40.76222682181592))",1,Manhattan,"105,108,106",4,73,28,12,LEXINGTON AVENUE,36158,1,33007,MN0604,MN,Global,"East Midtown-Turtle Bay,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,260.9110213
"MULTILINESTRING ((-73.98207036446347 40.768531121690806, -73.9820927123799 40.768892299118356))",1,Manhattan,"104,107",3,"67,75",27,10,BROADWAY,164809,1,33181,MN0701,MN,Global,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,131.7344543
"MULTILINESTRING ((-73.95206219664077 40.82707978738205, -73.95260504991029 40.827286480933424))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,183690,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,"2,6",168.0528082
"MULTILINESTRING ((-73.9537119121409 40.82727549063605, -73.954157923586 40.82724363818039))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,184626,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",2,123.9786889
"MULTILINESTRING ((-73.95360670739089 40.8272830035155, -73.9537119121409 40.82727549063605))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,184625,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,2,29.24394988
"MULTILINESTRING ((-74.0044846359433 40.724896354586136, -74.00437244443239 40.725371619686726))",1,Manhattan,102,3,66,"26,27",10,AVENUE OF THE AMERICAS,296132,2,30642,MN0201,MN,Regional,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,4,175.9239777
"MULTILINESTRING ((-74.00437244443239 40.725371619686726, -74.00403067968269 40.72551249518789))",1,Manhattan,102,3,66,"26,27",10,AVENUE OF THE AMERICAS,296133,2,30642,MN0201,MN,Regional,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,4,107.7395188
"MULTILINESTRING ((-74.00437244443239 40.725371619686726, -74.004551934319 40.72555881595647))",1,Manhattan,102,3,66,27,10,AVENUE OF THE AMERICAS,296159,2,30642,MN0201,MN,Regional,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,4,84.41861458
"MULTILINESTRING ((-73.98208835869136 40.77790596313466, -73.98198939910499 40.77804313202614))",1,Manhattan,107,6,67,27,10,AMSTERDAM AVENUE,324813,2,33188,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,56.99734257
"MULTILINESTRING ((-73.96136872718249 40.78022974949781, -73.96091016170163 40.780857035825065))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37487,2,33972,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,261.4569319
"MULTILINESTRING ((-73.96311838159335 40.7609248596839, -73.96286875073739 40.760824179621444))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,190541,2,33765,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,78.28067768
"MULTILINESTRING ((-73.969807196935 40.74885156638164, -73.96959343188169 40.749139320919994))",1,Manhattan,106,4,74,28,12,1 AVENUE,193861,2,32844,MN0604,MN,Regional,United Nations,X,AREA OF MINIMAL FLOOD HAZARD,6,120.4125232
"MULTILINESTRING ((-74.00107518013058 40.74683561103774, -74.0008482682784 40.7471467738983))",1,Manhattan,104,3,75,27,10,9 AVENUE,227838,2,31932,MN0401,MN,Regional,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",129.63457
"MULTILINESTRING ((-73.9840763605006 40.74910212512281, -73.98715269912415 40.75039244186918))",1,Manhattan,105,4,"73,75",27,12,WEST 35 STREET,229580,2,32276,MN0502,MN,Regional,"Midtown South-Flatiron-Union Square,Midtown-Times Square",X,AREA OF MINIMAL FLOOD HAZARD,,973.4155303
"MULTILINESTRING ((-74.00473658244671 40.747928354205555, -74.00702312871799 40.74889021220686))",1,Manhattan,104,3,75,27,10,WEST 23 STREET,236965,2,31942,MN0401,MN,Regional,Chelsea-Hudson Yards,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",1,724.0146779
"MULTILINESTRING ((-73.99458454705126 40.71369042096996, -73.9944356085774 40.713705249777476))",1,Manhattan,103,1,65,26,7,EAST BROADWAY,238318,2,31296,MN0301,MN,Regional,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6,41.64125436
"MULTILINESTRING ((-73.98678379224005 40.72129757402744, -73.98634091776387 40.72213729609623))",1,Manhattan,103,1,65,26,12,ESSEX STREET,246320,2,31470,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,6,329.6473353
"MULTILINESTRING ((-73.99033070314395 40.73713186005661, -73.98907932805653 40.736591317529054))",1,Manhattan,105,2,75,28,12,EAST 17 STREET,251073,2,32199,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,398.8078341
"MULTILINESTRING ((-73.99686561340063 40.71505781724937, -73.99771916740865 40.7153568571716))",1,Manhattan,103,1,65,26,7,BAYARD STREET,252003,2,31200,MN0301,MN,Regional,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,,260.4977328
"MULTILINESTRING ((-73.99709223427224 40.7146183975628, -73.996806070948 40.71503695619189))",1,Manhattan,103,1,65,26,7,BOWERY,252004,2,31144,MN0301,MN,Regional,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,,171.8940242
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054
"MULTILINESTRING ((-73.95260504991029 40.827286480933424, -73.95262751226466 40.82729332132028, -73.95265027972395 40.82729955489421, -73.9526733214703 40.82730517443842, -73.95269661024281 40.82731017183714, -73.95272011759329 40.82731454167546, -73.95274381270234 40.82731827853781, -73.95276766712102 40.82732137790985, -73.9527916512155 40.82732383437637, -73.95281573416318 40.82732564702428, -73.95283988632903 40.827326812239306, -73.95286407689096 40.82732732820789, -73.9528882773962 40.82732719581881, -73.9529124558367 40.8273264141586, -73.95293658375884 40.82732498501655))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,238848,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,"2,6",93.7660588
"MULTILINESTRING ((-74.01056054567216 40.713846275515685, -74.01027954718744 40.71419488854318))",1,Manhattan,101,1,66,26,10,WEST BROADWAY,257494,2,30369,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",148.9962872
"MULTILINESTRING ((-74.0075573413774 40.72584022998356, -74.00834817744364 40.725915123825594))",1,Manhattan,102,3,66,27,10,SPRING STREET,31887,2,30490,MN0201,MN,Regional,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,"1,2,4",220.8903426
"MULTILINESTRING ((-73.99532907980331 40.725083739524514, -73.994908273175 40.72495122977917))",1,Manhattan,102,1,"65,66",26,12,EAST HOUSTON STREET,32546,2,30454,MN0201,MN,Regional,"SoHo-Little Italy-Hudson Square,Greenwich Village",X,AREA OF MINIMAL FLOOD HAZARD,,126.2342646
"MULTILINESTRING ((-73.99187102444262 40.744185570668, -73.9947086732076 40.74538244627977))",1,Manhattan,"105,104",3,75,"28,27",12,WEST 25 STREET,33793,2,31737,MN0401,MN,Regional,"Chelsea-Hudson Yards,Midtown South-Flatiron-Union Square",X,AREA OF MINIMAL FLOOD HAZARD,5,899.1170034
"MULTILINESTRING ((-73.98941205662425 40.76285744813683, -73.98894735369153 40.76348605371191))",1,Manhattan,104,3,75,27,10,9 AVENUE,33974,2,31975,MN0402,MN,Regional,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,,262.721601
"MULTILINESTRING ((-73.96570636270744 40.71891490239643, -73.96462115362549 40.71837561792251))","1,3","Manhattan,Brooklyn","103,301","33,2","74,50","26,27","7,12",NORTH 3 STREET,34864,2,490,BK0102,BK,Regional,Williamsburg,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","0,1,4",359.3025666
"MULTILINESTRING ((-73.97171284016811 40.75049380776123, -73.97126234417266 40.75112224036875))",1,Manhattan,106,4,"73,74","28,27",12,2 AVENUE,36098,2,32727,MN0604,MN,Regional,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,260.771161
"MULTILINESTRING ((-73.96478633264248 40.75575573124247, -73.96432543559295 40.75638153153125))",1,Manhattan,106,"5,4",73,28,12,1 AVENUE,36342,2,33005,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",261.3208293
"MULTILINESTRING ((-73.97853383912431 40.78578663618478, -73.97805789644832 40.7864196258771))",1,Manhattan,107,6,67,"31,29",10,BROADWAY,37107,2,33214,MN0702,MN,Regional,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,265.6248225
"MULTILINESTRING ((-73.98042358586434 40.738553087022126, -73.9794906268253 40.73815979190402))",1,Manhattan,106,2,74,"28,27",12,EAST 24 STREET,118716,2,32661,MN0602,MN,Regional,"Gramercy,Murray Hill-Kips Bay",X,AREA OF MINIMAL FLOOD HAZARD,"4,5,6",295.5949409
"MULTILINESTRING ((-73.96524094360828 40.75512992895984, -73.96310941046315 40.75421938545678))",1,Manhattan,106,4,73,28,12,EAST 52 STREET,118732,2,32939,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,2,677.3473264
"MULTILINESTRING ((-73.94113608555436 40.83917889461317, -73.94063821570087 40.839867202714196))",1,Manhattan,112,"7,10","72,71",31,13,BROADWAY,70707,2,35653,MN1201,MN,Regional,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,286.1237935
"MULTILINESTRING ((-73.99034165842438 40.72493213374585, -73.99015381150785 40.7251735542338))",1,Manhattan,103,2,66,26,12,2 AVENUE,115222,2,31680,MN0303,MN,Regional,East Village,X,AREA OF MINIMAL FLOOD HAZARD,,102.212401
"MULTILINESTRING ((-73.98852987630241 40.777347212222665, -73.98884263925146 40.77745277189814))",1,Manhattan,107,6,67,27,10,WEST 67 STREET,120729,2,33135,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",2,94.77629141
"MULTILINESTRING ((-73.99768108372919 40.75148764221915, -73.99759123576179 40.75160856929483))",1,Manhattan,104,3,75,"31,27",10,9 AVENUE,121309,2,31891,MN0401,MN,Regional,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,6,50.60414619
"MULTILINESTRING ((-73.99309190179892 40.72282008448935, -73.99263255053208 40.72405686502123))",1,Manhattan,"103,102",1,"65,66",26,"7,12",BOWERY,164302,2,30533,MN0201,MN,Regional,"SoHo-Little Italy-Hudson Square,Lower East Side",X,AREA OF MINIMAL FLOOD HAZARD,,468.2408347
"MULTILINESTRING ((-73.97890917431862 40.73616412595845, -73.97857449810618 40.73667728154034))",1,Manhattan,106,"4,2",74,27,12,1 AVENUE,164956,2,32592,MN0602,MN,Regional,"Stuyvesant Town-Peter Cooper Village,Gramercy",X,AREA OF MINIMAL FLOOD HAZARD,"3,4",208.7004488
"MULTILINESTRING ((-73.97857449810618 40.73667728154034, -73.97854094700948 40.73688765910121))",1,Manhattan,106,"4,2",74,27,12,1 AVENUE,164957,2,32592,MN0602,MN,Regional,"Stuyvesant Town-Peter Cooper Village,Gramercy,Murray Hill-Kips Bay",X,AREA OF MINIMAL FLOOD HAZARD,"1,3,4",77.20907876
"MULTILINESTRING ((-73.97439858244486 40.7325411522655, -73.97441189237185 40.73259219602955))",1,Manhattan,106,4,74,27,12,AVENUE C,165009,2,32598,MN0602,MN,Regional,Stuyvesant Town-Peter Cooper Village,AE,,1,18.95915776
"MULTILINESTRING ((-74.00603546702807 40.711906188697114, -74.00565912303166 40.7119243233867))",1,Manhattan,101,1,66,26,"7,10",PARK ROW,273592,2,30003,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5,104.5433111
"MULTILINESTRING ((-73.99189637496876 40.77385626677741, -73.99192490998516 40.77386841656363, -73.99193626309419 40.77387340524374, -73.99194716364782 40.773878946799876, -73.99195756545241 40.77388501781578, -73.99196742231452 40.77389159217378, -73.99197669396358 40.77389864195574, -73.99198534012928 40.77390613654179, -73.99199332409471 40.77391404531247, -73.99200061151282 40.773922333145904, -73.99200717158979 40.77393096492046))",1,Manhattan,107,6,67,31,10,WEST 61 STREET,294829,2,33208,MN0701,MN,Regional,Upper West Side-Lincoln Square,AE,,2,41.74686633
"MULTILINESTRING ((-73.95870179202602 40.815120949280676, -73.95865408637114 40.815187688732436))",1,Manhattan,109,7,"70,69","30,31",13,BROADWAY,321775,2,34280,MN0901,MN,Regional,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,5,27.66983233
"MULTILINESTRING ((-73.96621585167692 40.80482826575457, -73.9661922946985 40.80486083618407))",1,Manhattan,109,7,69,"30,31",10,BROADWAY,327867,2,34243,MN0901,MN,Regional,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,13.5405593
"MULTILINESTRING ((-73.99873020610066 40.746031753984866, -73.99896039385561 40.7460548353731, -73.99918994216686 40.74609636047023, -73.9994150386254 40.74615640760455, -73.9995753923276 40.74621413077129))",1,Manhattan,104,3,75,27,10,WEST 24 STREET,9009468,2,31898,MN0401,MN,Regional,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",244.9695018
"MULTILINESTRING ((-74.01193492687138 40.70930588315892, -74.01283896772462 40.7097099802338))",1,Manhattan,101,1,65,26,10,CEDAR STREET,23095,2,29980,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"1,3,5",290.6789644
"MULTILINESTRING ((-74.00982891159317 40.7081177588259, -74.00937156619048 40.70861378048007))",1,Manhattan,101,1,65,26,10,NASSAU STREET,23206,2,29805,MN0101,MN,Regional,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",220.7615697
"MULTILINESTRING ((-73.99075515363081 40.71455407281741, -73.99113282082067 40.71466862943549))",1,Manhattan,103,1,65,26,7,CANAL STREET,24166,2,31261,MN0301,MN,Regional,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,,112.7092602
"MULTILINESTRING ((-73.97891574509214 40.73791765868325, -73.97805226554974 40.7375539534523))",1,Manhattan,106,"4,2",74,27,12,EAST 24 STREET,118717,2,32606,MN0602,MN,Regional,"Gramercy,Murray Hill-Kips Bay",X,AREA OF MINIMAL FLOOD HAZARD,"1,4",273.5302581
"MULTILINESTRING ((-73.98582082431471 40.757257465661304, -73.98601452410354 40.75733934614784))",1,Manhattan,105,"3,4",75,27,12,WEST 44 STREET,34069,2,32531,MN0502,MN,Regional,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,61.39754007
"MULTILINESTRING ((-73.96560968644405 40.774407201926564, -73.96514745392399 40.77504423178108))",1,Manhattan,"164,108","6,4","73,67","28,29","10,12",5 AVENUE,37389,2,34064,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,265.0597633
"MULTILINESTRING ((-73.96787565401273 40.80135336963625, -73.96780043389724 40.80220564751265))",1,Manhattan,107,"6,7",69,"30,31",10,BROADWAY,38174,2,33552,MN0703,MN,Regional,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,311.2122785
"MULTILINESTRING ((-73.96205558653375 40.810533274225456, -73.9615693805356 40.81120536261505))",1,Manhattan,109,7,69,30,10,BROADWAY,38261,2,34294,MN0901,MN,Regional,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,279.4173752
"MULTILINESTRING ((-73.96111106831047 40.81183029833968, -73.96065220182712 40.81245599651514))",1,Manhattan,109,7,69,30,"10,13",BROADWAY,38379,2,34356,MN0901,MN,Regional,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,260.9635204
"MULTILINESTRING ((-73.9661922946985 40.80486083618407, -73.96598542776727 40.80514685020218))",1,Manhattan,109,7,69,"30,31",10,BROADWAY,330486,2,34243,MN0901,MN,Regional,Morningside Heights,X,AREA OF MINIMAL FLOOD HAZARD,,118.9055101
"MULTILINESTRING ((-74.00582871002692 40.73653385091756, -74.00581255969858 40.73656059861302, -74.00579561377414 40.73658706088528, -74.00577788290634 40.736613222424715, -74.00575937419676 40.73663907152408, -74.00574009948208 40.73666459377431, -74.0057200658639 40.73668977656752, -74.00569928636317 40.73671460729555, -74.005677770449 40.736739071549444, -74.00565552995887 40.73676315852212, -74.00563257554597 40.73678685470501, -74.0056089190476 40.73681014839053, -74.00558457348512 40.73683302697049, -74.0055595506959 40.73685547873735, -74.00553386370144 40.73687749288386))",1,Manhattan,102,3,66,27,10,HUDSON STREET,104937,2,30837,MN0203,MN,Regional,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",150.1329808
"MULTILINESTRING ((-74.00357725029713 40.732263394671094, -74.00352021307759 40.73235558685743))",1,Manhattan,102,3,66,27,10,7 AVENUE SOUTH,110612,2,30929,MN0203,MN,Regional,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,37.12235874
"MULTILINESTRING ((-73.95374895641787 40.76685238486021, -73.95185896523442 40.766052701561144))",1,Manhattan,108,5,76,28,12,EAST 72 STREET,118734,2,33642,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,599.1455146
"MULTILINESTRING ((-73.99992459226486 40.75351627962409, -73.99961286265325 40.753909994404694))",1,Manhattan,104,3,75,"31,27",10,10 AVENUE,121304,2,31907,MN0401,MN,Regional,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,"2,5",167.4370607
